"library","run","run.lib","sample","seq.notes","Sequenced","Project1","Project2","Oxley"
"J421g","oxley.1","oxley.1~J421g","J421g",,"Y",,,
"J422d","oxley.1","oxley.1~J422d","J422d",,"Y",,,
"J424h","oxley.1","oxley.1~J424h","J424h",,"Y",,,
"J426e","oxley.1","oxley.1~J426e","J426e",,"Y",,,
"J422h","oxley.1","oxley.1~J422h","J422h",,"Y",,,
"J424i","oxley.1","oxley.1~J424i","J424i",,"Y",,,
"J433i","oxley.1","oxley.1~J433i","J433i",,"Y",,,
"J395a-rep","oxley.1","oxley.1~J395a-rep","J395a",,"Y",,,"Y"
"J413i","oxley.1","oxley.1~J413i","J413i",,"Y",,,
"J421h","oxley.1","oxley.1~J421h","J421h",,"Y",,,
"J421i","oxley.1","oxley.1~J421i","J421i",,"Y",,,
"J421e","oxley.1","oxley.1~J421e","J421e",,"Y",,,
"J418f","oxley.1","oxley.1~J418f","J418f",,"Y",,,
"J413b","oxley.1","oxley.1~J413b","J413b",,"Y",,,
"J406","oxley.1","oxley.1~J406","J406",,"Y",,,
"J401i","oxley.1","oxley.1~J401i","J401i",,"Y",,,
"J345c","oxley.1","oxley.1~J345c","J345c",,"Y",,,
"EB510","oxley.1","oxley.1~EB510","EB510",,,,,"Y"
"EB515","oxley.1","oxley.1~EB515","EB515",,,,,"Y"
"EB519","oxley.1","oxley.1~EB519","EB519",,,,,"Y"
"EB521","oxley.1","oxley.1~EB521","EB521",,,,,"Y"
"EB522","oxley.1","oxley.1~EB522","EB522",,,,,"Y"
"EB523","oxley.1","oxley.1~EB523","EB523",,,,,"Y"
"EB524","oxley.1","oxley.1~EB524","EB524",,,,,"Y"
"EB525","oxley.1","oxley.1~EB525","EB525",,,,,"Y"
"EB526","oxley.1","oxley.1~EB526","EB526",,,,,"Y"
"EB527","oxley.1","oxley.1~EB527","EB527",,,,,"Y"
"EB528","oxley.1","oxley.1~EB528","EB528",,,,,"Y"
"EB529","oxley.1","oxley.1~EB529","EB529",,,,,"Y"
"EB530","oxley.1","oxley.1~EB530","EB530",,,,,"Y"
"EB531","oxley.1","oxley.1~EB531","EB531",,,,,"Y"
"EB534","oxley.1","oxley.1~EB534","EB534",,,,,"Y"
"EB535","oxley.1","oxley.1~EB535","EB535",,,,,"Y"
"EB536","oxley.1","oxley.1~EB536","EB536",,,,,"Y"
"TLC724","oxley.1","oxley.1~TLC724","TLC724",,,"  ",,
"TLC732","oxley.1","oxley.1~TLC732","TLC732",,,"sieved in box ",,
"TLC734","oxley.1","oxley.1~TLC734","TLC734",,,"sieved in box ",,
"TLC738-1","oxley.1","oxley.1~TLC738-1","TLC738-1",,,"sieved in box 7 packets in white paper bag",,
"TLC739","oxley.1","oxley.1~TLC739","TLC739",,,"sieved in box ",,
"TLC750","oxley.1","oxley.1~TLC750","TLC750",,,"  ",,
"TLC757","oxley.1","oxley.1~TLC757","TLC757",,,"cleaned box within box empty envelope also found",,
"TLC760","oxley.1","oxley.1~TLC760","TLC760",,,"empty envelope  ",,
"TLC761","oxley.1","oxley.1~TLC761","TLC761",,,"empty envelope  ",,
"TLC764","oxley.1","oxley.1~TLC764","TLC764",,,"  ",,
"TLC807","oxley.1","oxley.1~TLC807","TLC807",,,"cleaned box within box ",,
"TLC827","oxley.1","oxley.1~TLC827","TLC827",,,"sieved group envelope in box ",,
"TLC830","oxley.1","oxley.1~TLC830","TLC830",,,"sieved group envelope in box ",,
"TLC831","oxley.1","oxley.1~TLC831","TLC831",,,"sieved group envelope in box ",,
"TLC908","oxley.1","oxley.1~TLC908","TLC908",,,"sifted  ",,
"TLC909","oxley.1","oxley.1~TLC909","TLC909",,,"sieved group paper bag in box ",,
"TLC915","oxley.1","oxley.1~TLC915","TLC915",,,"  ",,
"TLC922-1","oxley.1","oxley.1~TLC922-1","TLC922-1",,,"  ",,
"TLC922-2","oxley.1","oxley.1~TLC922-2","TLC922-2",,,"  ",,
"TLC922-3","oxley.1","oxley.1~TLC922-3","TLC922-3",,,"  ",,
"TLC922-5","oxley.1","oxley.1~TLC922-5","TLC922-5",,,"  ",,
"TLC947","oxley.1","oxley.1~TLC947","TLC947",,,"sieved group paper bag in box ",,
"TLC948","oxley.1","oxley.1~TLC948","TLC948",,,"sieved group paper bag in box ",,
"TLC949","oxley.1","oxley.1~TLC949","TLC949",,,"sieved group paper bag in box ",,
"TLC953C","oxley.1","oxley.1~TLC953C","TLC953C",,,"  ",,
"TLC953E","oxley.1","oxley.1~TLC953E","TLC953E",,,"  ",,
"TLC963A","oxley.1","oxley.1~TLC963A","TLC963A",,,"  ",,
"TLC963C","oxley.1","oxley.1~TLC963C","TLC963C",,,"  ",,
